  symmlq,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,0.000000e+00,21765,0,8
      cr,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.026059e-19,21765,9166,2
     cgs,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.346176e-12,21765,133,-4
     lcd,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.440774e-18,21765,21765,-3
      cg,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.020278e-19,21765,14011,2
     fcg,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,9.454425e-20,21765,18500,2
    bicg,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,9.582405e-20,21765,15372,2
    bcgs,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.325771e-19,21765,21765,-3
   ibcgs,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,0.000000e+00,21765,11211,-4
   bcgsl,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.078954e-19,21765,8536,2
  minres,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.026033e-19,21765,8970,2
   gmres,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,2.646816e-19,21765,21765,-3
  lgmres,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,1.990589e-19,21765,21765,-3
  dgmres,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,2.646816e-19,21765,21765,-3
   tfqmr,  jacobi,1.000000e-03,1.000000e-50,1.000000e+04,9.193295e-20,21765,11435,2
  symmlq,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,0.000000e+00,21765,0,8
      cr,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.024206e-21,21765,14513,2
     cgs,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.346176e-12,21765,133,-4
     lcd,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.440774e-18,21765,21765,-3
      cg,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.017260e-21,21765,15018,2
     fcg,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.001385e-21,21765,21547,2
    bicg,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.017699e-21,21765,17079,2
    bcgs,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.325771e-19,21765,21765,-3
   ibcgs,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,0.000000e+00,21765,11211,-4
   bcgsl,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.337630e-12,21765,10567,-4
  minres,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.026008e-21,21765,21342,2
   gmres,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,2.646816e-19,21765,21765,-3
  lgmres,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,1.990589e-19,21765,21765,-3
  dgmres,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,2.646816e-19,21765,21765,-3
   tfqmr,  jacobi,1.000000e-05,1.000000e-50,1.000000e+04,4.506721e-20,21765,21765,-3
  symmlq,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,0.000000e+00,21765,0,8
      cr,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.021245e-20,21765,11992,2
     cgs,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.346176e-12,21765,133,-4
     lcd,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.440774e-18,21765,21765,-3
      cg,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.013255e-20,21765,14445,2
     fcg,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,9.643458e-21,21765,19768,2
    bicg,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,9.730472e-21,21765,16028,2
    bcgs,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.325771e-19,21765,21765,-3
   ibcgs,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,0.000000e+00,21765,11211,-4
   bcgsl,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.337630e-12,21765,10567,-4
  minres,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.026054e-20,21765,12308,2
   gmres,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,2.646816e-19,21765,21765,-3
  lgmres,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,1.990589e-19,21765,21765,-3
  dgmres,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,2.646816e-19,21765,21765,-3
   tfqmr,  jacobi,1.000000e-04,1.000000e-50,1.000000e+04,4.506721e-20,21765,21765,-3
